symbol,adjusted_loeb_score,tier,lane,edge,thesis_summary,verdict,rr_ratio,loeb_risk_reward,valuation_method,fair_value_target,downside_floor,reference_price,reference_rr,deal_price,undisturbed_price,win_prob,target_on_win,downside_on_loss,recovery_value,announced_return_per_share,residual_value,lane_canon,lane_priority,edge_grade,verify_status,resolution_driver,adjusted_loeb_score_orig,tier_orig,rr_ratio_orig,corrections,computed_rr,ev_pct,payoff,up_leg,down_leg,live_price,drift,sop_built,edge_flags,board_priority
NSC,5.0,WATCH,merger_arb,"L — RESIDUAL CAPTURE: run-up from the unaffected base is +26.6% (NSC $260.32 close 2025-07-16, the day before the WSJ leak → $329.46 on 2026-09-05); remaining to the provenance-checked deal value of $378.44 (UNP $289.62 + $88.82 cash, contractual, exempt from re-derivation) is +14.9%. Crucially the SPREAD is unharvested — it was ~12% at the 2025-07-29 announcement and is 14.9% today, i.e. it has widened, because almost the entire outright run-up is the UNP stock leg (UNP $231 unaffected → $289.62, +25%) which the hedge removes. So the event is genuinely un-priced-in on a hedged basis, but the edge is still Low: ~14.9% gross over ~14-18 months (≈10-11% annualized) against a ~-15% break-to-standalone, i.e. RR ≈ 1.0 and a market-implied close probability near 50%, with no informational advantage available on an STB docket contested by BNSF, CSX, the Freight Rail Customer Alliance and the National Grain and Feed Association.","Verified real, dated and forward: STB PR-26-21 (2026-08-18) restarted the clock with protests due 2026-11-18 and responses 2027-02-16, and the consideration is contractual (1.0 UNP + $88.82 cash), so no waterfall re-derivation is required — but two triage facts are wrong and both cut the score. It is cash+stock, not all-stock (the position only exists as a hedged pair), and the decision is not ~Q2 2027: final briefs land ~2027-05-28 with the hearing still undated, pushing a Board decision into H2 2027 and closing to late-2027/early-2028, which roughly halves the annualized return the triage implicitly assumed. The spread itself is unharvested (wider than at announcement), which is what keeps this above a 4, but with RR ≈ 1:1, no G3 unpriced figure, and a next milestone that is negatively skewed for a long — 2026-11-18 is the day the opposition files, not the day the deal clears — this is a watch-the-blowout setup, not an ACTIVE seat; the entry to want is a post-protest spread widening.",,0.39,,spread,358.61,254.0,310.78,0.84,358.61,254.0,,,,,,,merger_arb,4,L,OTHER,US_sector_regulator,5.0,WATCH,,[],0.39,,,,,329.46,0.0601,,[],4.64
UNF,5.0,WATCH,merger_arb,"L. Run-up: pre-catalyst base $231.26 (2026-03-04 close, the day before the 2026-03-05 +13.6% leak gap) to $275.17 today = +19.0%. Remaining: $275.17 to the $309.76 deal mark = +12.6%. So 44% of the $78.50 base-to-deal move is still on the table (56% harvested) — not mostly-harvested, but the residual is entirely the antitrust discount, and the R/R is inverted: +12.6% up vs roughly -16% to a ~$232 break floor (pre-leak $231 standalone, partly cushioned by the $350M RTF ≈ $19/sh), i.e. ~0.8:1. Market-implied close probability is only ~55.5% ((275.17-232)/(309.76-232)). The triage claim that ""the widening spread means regulatory risk is over-priced"" is an assertion I could not support: this is a horizontal #1-plus-#2 uniform-rental combination, the FTC issued a Second Request and is reportedly interviewing competitors, and a widening spread is at least as consistent with correctly-rising block odds. No differentiated edge on an FTC litigation coin-flip.","The event is fully verified and passes the reality gates: a signed 2026-03-10 definitive agreement with a named acquirer, 99% holder approval on 2026-06-12, and a single live variable — the FTC Second Request issued 2026-06-11 — with a hard outside date of 2027-01-10 (extendable ~8 months). It is genuinely forward and not a macro bet, and 44% of the base-to-deal move is unharvested, so it does not fall to the mostly-priced cap on residual grounds. What it fails is asymmetry and edge: +12.6% to the deal mark against a ~-16% break floor is 0.8:1, the ~55% market-implied close probability is a defensible price for a horizontal combination of the two largest uniform-rental operators facing an FTC that is interviewing competitors, and I found no evidence for the triage thesis that the widening spread represents over-pricing rather than correctly deteriorating odds. Two structural caveats compound this: half the consideration is uncollared CTAS stock, so the headline $309.76 is a mark that an unhedged holder cannot lock, and the eight-month extension option can push realization to late 2027, collapsing the annualized return on an already sub-1 R/R. WATCH, not ACTIVE — it becomes actionable on a discrete de-risking event (substantial-compliance certification, a negotiated divestiture consent, or an early-termination grant), or on a wider spread that pays for the litigation risk.",,0.92,,spread,291.07,257.91,266.29,2.96,291.07,257.91,,,,,,,merger_arb,4,L,OTHER,US_antitrust,5.0,WATCH,,[],0.92,,,,,275.17,0.0333,,['THIN_FLOOR'],4.64
ZIM,5.0,WATCH,merger_arb,"M — Run-up: unaffected $15.50 (2025-08-08, pre-speculation) to $28.58 = +84.4% already harvested; from the $22.15 pre-announcement 2026-02-13 reference, +29.0%. Remaining: +22.4% to the contractual $35.00 (plus a 2026-results dividend ZIM still says it expects). So capture is NOT the problem — 22.4% in ~4 months is real remaining. The problem is odds: at $28.58 against a ~$24 standalone break floor, the price implies roughly 55-60% approval, while the reported lean of the eight reviewing agencies (Transport, Economy, Agriculture opposed; Knesset panel opposed Feb-2026) is AGAINST, with Hapag-Lloyd's QIA/Saudi-PIF ownership a live national-security objection on a war footing. Reference R:R 1.4:1 into an adverse-lean binary; edge is the soft downside, not the probability.","The event is verified, dated, unfired and not macro: a signed $35.00 all-cash merger, shareholder-approved 2026-04-30 (the triage's ""97.4% May-26"" date is off — the special meeting was April 30), with the single open condition being Israel's Special State Share consent and the FIMI ""New ZIM"" 16-vessel domestic carve-out, next tested at the 2026-09-09 eight-agency review and decided later by the Government Companies Authority. The triage's core claim — that the spread is ""unresolved rather than priced"" — does not survive: the 22.4% gross spread IS the market's handicap on this one consent, and the publicly reported information lean runs against approval (majority of the eight agencies expected to oppose per the 09-02 report, Knesset panel opposed in February, CEO Glickman sold 87% of his holdings below the offer per Mar-2026 reporting), so you would be paying a price implying ~55-60% approval into a base rate that reads worse. What saves it from a NONE is the unusually soft break case — standalone ZIM at record transpacific rates carries $2.46bn cash, no traditional debt, FY26 guided adj EBITDA $2.0-2.4bn against a $3.44bn cap, and an expected 2026 dividend, with at least one sell-side view arguing rejection is itself a positive catalyst. WATCH, not ACTIVE: buying two days ahead of a meeting whose expected headline is adverse is paying for the wrong side of the coin flip; the better seat is post-09-09 at $22-25, where you own cheap standalone ZIM plus a free option on the GCA overruling its ministries.",,0.61,,spread,35.0,18.0,25.6,1.24,35.0,18.0,,,,,,,merger_arb,4,L,OTHER,Foreign_regulator,5.0,WATCH,,[],0.61,,,,,28.58,0.1164,,[],4.64
CRTO,5.0,WATCH,M&A / structural hardening (take-private optionality),"M — Run-up: pre-catalyst base $19.09 (2026-07-03 close, implied by the +21.4% pop to $23.17 on 2026-07-06); today $17.62 = −7.7%, i.e. the entire pop round-tripped and then some, so ZERO of the deal premium is harvested. Remaining: +61.8% from $17.62 to the re-derived $28.50 deal value. Residual capture is the best part of this idea; what caps it is event realness, not harvest — the anchor price pre-dates a guidance cut the bidder had not seen.","The structural half of the thesis verifies cleanly and is genuinely forward: the Luxembourg conversion completed 2026-07-29 and the board approved the Delaware merger on 2026-08-05 with a January 2027 target, explicitly to enable a direct U.S. transaction — and the equity waterfall supports the flagged upside on its own numbers (no preferred, $104M net cash, EV ~2.7x EBITDA, so ~$28-31 is 4.5-5.5x, not an inherited target). The bid half does not survive the strict gate: two months on there is no company confirmation, no 13D, no process announcement, and on 2026-08-05 Criteo cut FY contribution ex-TAC guidance from flat/low-single-digit growth to −10%/−12% (incl. a $75M Retail Media client-scope loss), triggering a swarm of securities-fraud investigations from 2026-08-12 — which means the round-trip to $17.62 is a fundamental re-rate, not merely deal-fade, and a pre-Q2 "">50% premium"" anchor is stale exactly where a leaked PE approach most often dies. Nothing is harvested (price sits 7.7% BELOW the pre-leak base) so the residual is the full +62%, but probability-weighting a ~25-30% deal odds against a $13.50 no-deal floor gives only ~+8% expected value — hence WATCH, promotable to ACTIVE on company confirmation of a process/exclusivity, a 13D, or the EGM proxy landing with a bidder named. Verification gap: the Bloomberg piece is paywalled and one secondary source claimed ""$50/share, $3.7B equity value,"" which is arithmetically impossible against ~50.2M shares and the $1.16B post-pop cap — discarded as a conflation, so no per-share bid figure is confirmed.",,,,,,,,,,,,,,,,,activist,5,M,OTHER,Activist_process,5.0,WATCH,,[],,,,,,,,,[],4.52
HGV,5.0,WATCH,activist_structural,"M — RESIDUAL CAPTURE: run-up from pre-catalyst base is NEGATIVE. Insider sale printed $46.90 on 2026-08-06 (pre-13D) and the 50d avg is $47.37; the stock is $42.05 today, i.e. -10.3% since the event became public. Zero harvest — this is the opposite of the VISN receipt-buying failure. Remaining capture from $42.05 to the provenance-checked $53 favorable-resolution value is +26%; to the full peer-parity advocacy case ($60) +43%. Edge is M not H because the levered equity cuts both ways (each 0.5x of EBITDA multiple = ~$8/sh) and the re-rate mechanism is consumer-credit beta, not an idiosyncratic contractual event.","The event is real, named, dated and genuinely unharvested — the stock is DOWN ~10% from its ~$46.90 pre-13D base, so unlike the VISN/SLS pattern there is no run-up to give back and the full ~26% to a re-derived $52.6 is still on the table; the waterfall is also clean (zero preferred, no external manager, and the $2.9B securitization debt is properly non-recourse and receivable-matched, so the FIP mistake of inheriting an un-re-derived target is not repeated here). What holds this to a 5/WATCH rather than ACTIVE is the quality of the catalyst, not its reality: CAS filed no specific demand (no sale, no spin, no target — only ""conversations regarding board composition""), Sosin is historically a concentrated buy-and-hold holder rather than a settlement-driven campaigner, and the ""fresh"" $600M buyback is on inspection a successor authorization that does not even commence until the existing July-2025 $600M plan is exhausted, i.e. continuation of run-rate rather than incremental commitment. GAPS: I could not confirm the 2027 advance-notice nomination window against HGV's actual bylaw text (the 2025 DEF 14A cross-references the bylaws without reproducing the window), so the Jan-Feb 2027 hardening date is inferred from the annually-elected board and the ~May meeting anniversary; and the re-rate from 6.35x to 7.0-7.5x is materially consumer-credit/discretionary beta on a 1.4x-levered equity (each 0.5x turn = ~$8/sh), which pushes part of the return into macro territory the mandate discounts. Watch for a settlement 8-K, a CAS 13D/A with a concrete ask, or an actual nomination notice in the Jan-2027 window — any of those would re-rate this to ACTIVE.",,,,,,,,,,,,,,,,,activist,5,M,OTHER,Activist_process,5.0,WATCH,,[],,,,,,,,,[],4.52
ALLO,5.0,WATCH,binary,"M — best residual profile in the batch, worst numerator. RUN-UP: ~0%. Price $1.97 vs 50-day $1.985 and 200-day $1.967 (FMP quote 2026-09-06) — the stock sits on both averages, so the 2026-07-29 RMAT + ALPHA3 futility clearance was absorbed with literally no run-up; the Q4 2026 ALLO-329 leg is 100% unharvested. REMAINING: ~+62% from $1.97 to a provenance-checked $3.20 on favorable resolution. Numerator re-derived from the Q2 10-Q capital structure, NOT from the $8.52 target: no preferred stock ($0), no debt beyond $70.4M capital leases, so the waterfall is clean and the common takes everything. Cash + investments $423.6M at 2026-06-30; net of leases ~$353M on ~345M shares = $1.02/share hard net-cash floor — and the 52-week low is $1.04, i.e. the tape has already traded this to net cash once. That leaves only ~$256M enterprise value ($327M incl. leases) as option value across cema-cel, ALLO-316 and ALLO-329 combined. Favorable ALLO-329 supports ~$750M EV for the three programs → ~$3.20. RR = (3.20−1.97)/(1.97−1.02) = 1.29x, thin for an undefined-bar readout. The equity waterfall cannot support $8.52 without heroic assumptions; scoring the event, but capped by the missing figure.","The triage premise is half-wrong: the cema-cel leg is already FIRED — RMAT plus Fast Track landed 2026-07-29 on the ALPHA3 futility analysis (58.3% MRD clearance, 97.7% median ctDNA decrease at Day 45) and produced zero re-rating, which reads as the market pricing RMAT as a process designation on a surrogate endpoint rather than as efficacy; its next genuine gate is the interim EFS analysis in mid-2027, too far to underwrite now. What survives is the ALLO-329 autoimmune update, which is real, dated (Q4 2026), forward, unfired and — unusually — completely unharvested, with a Q2 raise of ~100M shares (245M → 345M, ~$200M) already absorbed and runway stated into 2029, so there is no forced financing between here and the readout. It fails ACTIVE on Bloom G3: ""clinical and translational update"" carries no pre-specified n, endpoint or success bar, so there is no specific unpriced figure to re-rate against, and the flagged $8.52 numerator is an analyst target that the re-derived waterfall ($1.02/share net cash, ~$256M EV of residual option value) does not remotely support. Holding at WATCH pending either a disclosed dataset scope/success bar for the Q4 update or a defined ALPHA3 registrational path.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,,,,,,,,[],4.04
BHVN,5.0,WATCH,dated_binary,"M — RESIDUAL CAPTURE: pre-catalyst base 2026-08-25 close $14.38; deal-day close 2026-08-26 $16.95 = +17.9% run-up; today $15.69 = +9.1% retained (roughly half the pop has already faded, so the license leg is only ~half-harvested, not fully). REMAINING to favorable RISE3 resolution: modest — success triggers a slice of the $150M milestone pool plus capitalization of a mid-teens/low-20s U.S. royalty, which on a $1B-peak-sales frame risk-adjusts to roughly $0.4-0.7B against a $2.36B market cap, i.e. ~+20-30% remaining, versus a downside that is cushioned by the $350M closing cash. Edge is Medium not High precisely because Biohaven sold the option before exercising it: the readout that would have re-rated an owned Phase 3 asset now re-rates a royalty stub.","The triage read is correct and survives verification: RISE3 is genuinely dated (2H 2026), genuinely unfired, company-specific and not a macro bet, and it clears Bloom G1 and G2 on a named counterparty with hard contractual consideration — but Biohaven monetized the Kv7 economics one readout early, so a positive RISE3 now pays a milestone and validates a royalty rather than re-rating an owned late-stage asset. Residual capture is the deciding number: the stock ran +17.9% on the license and has given back half, leaving +9.1% retained over the pre-event base and only roughly +20-30% of realistic remaining capture to a favorable resolution, with the downside cushioned by $350M of closing cash against $270.5M of existing liquidity. The other flagged leg, the BHV-1400 IgAN Phase 3 start, is an enrollment milestone with no information content and should not be scored as a catalyst; the real platform value (BHV-1300 Graves', BHV-1400) reads out in 2027+, which puts BHVN mid-arc rather than at a fireable edge. GAP: I did not independently confirm post-deal that SK rather than Biohaven controls the RISE3 topline disclosure and exactly which milestone tranche a positive result triggers — the $150M pool is disclosed only in aggregate, so the per-event payout is an estimate, and that uncertainty is priced into the Medium edge rather than a higher score.",,,,binary_prob,18.0,6.0,11.18,1.32,,,0.55,18.0,6.0,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,-0.1969,0.24,2.31,9.69,15.69,0.4034,,['RE_DOSSIER'],4.04
CLDX,5.0,WATCH,binary,"L — RESIDUAL CAPTURE: run-up from the pre-catalyst base is +59.7% ($24.84 close 2026-02-24, the day before the enrollment-complete PR that hard-dated the readout, to $39.68 on 2026-09-06; +79.5% off the $22.10 52wk low, +25.7% above the $31.56 200d average, and only 12% below the $45.14 52wk high). Remaining to the provenance-checked favorable value is +52.5% to consensus median $60.50 (+57.8% to mean $62.63). So roughly half the move is already harvested and, critically, the un-harvested half is not free: against a ~$13 failure floor (cash $9.14/sh plus residual pipeline that shares the same molecule and mechanism), reference R:R is 0.78x — you are paid less on success than you lose on failure, precisely because the Street already prices ~85% PoS. No informational edge exists on a blinded 1,939-patient trial covered by every derm-biotech desk; we would be renting consensus, not front-running it.","The event is genuinely real, specifically dated, forward (unfired), company-committed and non-macro, so it clears the structural gates — but it fails the part that matters: it is a crowded, fully-anticipated late-arc binary where the market already carries an ~85% probability of success, leaving reference R:R at 0.78x against a ~$13 cash-plus-residual failure floor. Nearly 60% of the move has already been harvested since the 2026-02-25 enrollment-complete PR hard-dated the readout, the stock sits 12% off its 52wk high and 26% above its 200d average, and the only remaining upside is the +52% walk to a sell-side target that is itself already success-weighted — buying that is closer to buying the receipt than the gain. Capital structure is clean (no preferred, no debt, $9.14/sh cash on 78.5M shares) so the equity does capture the outcome, which is why this is a WATCH at 5 rather than a NONE — but with the readout window already open as of today and no differentiated view available on a blinded 1,939-patient trial, there is no edge to underwrite and it should not take an ACTIVE seat.",,,,binary_prob,55.0,8.0,28.4833,0.469,,,0.72,55.0,8.0,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,0.0544,0.48,15.32,31.68,39.68,0.3931,,['RE_DOSSIER'],4.04
DEC,5.0,WATCH,transformational_ma,"M — run-up from the pre-catalyst base is small: DEC was ~$15.03 five sessions before the print (5D +2.66%) and trades $15.43 now, so roughly +2-3% of the event is harvested; the +14.4% 1M move is mostly pre-announcement gas/oil strip strength, not the deal. Remaining capture to a re-derived favorable-resolution value of ~$19.50 is ~+26%. So the event is genuinely unharvested — the market simply declined to pay for debt-funded accretion — which is the source of the edge and also the reason to distrust it.","The event clears the reality bar cleanly — definitive agreements, named counterparties (Elliott as seller, Carlyle as ABS structurer), a $50M break fee, a disclosed $548M target EBITDA, a Q4-2026 close, and two forward execution gates (ABS placement, regulatory clearance) that have not fired; only ~2-3% has been harvested off the pre-catalyst base. What holds it at WATCH rather than ACTIVE is that DEC is the acquirer, so there is no contractual arb spread and the entire payoff is derived re-rating, which the numerator-provenance rule forces me to build from the balance sheet: the good news is there is no preferred stack (this is not FIP — the common is genuinely at the top of the residual), but the equity is a ~20% sliver of a ~$5.6B pro-forma EV, sitting behind ~$4.45B of pro-forma net debt and $1.33B of retirement obligations, so a 10% error in Birch's PDP value swings the equity ~15-16%. The two specific things that can vaporize the re-derived +26%: the undisclosed ABS coupon (a wide print turns 3.3x accretion into a wash) and the ~$300M funding gap between the $1.8B price and the $1.5B securitization, which if closed with stock at $15 is ~27% dilution on a $1.12B cap. Note also that a levered PDP roll-up's equity is substantially a geared bet on the oil and gas strip — not a pure macro bet, but not fully insulated from one either.",,,,,,,,,,,,,,,,,unknown,9,M,OTHER,Other,5.0,WATCH,,[],,,,,,,,,[],4.04
DMAC,5.0,WATCH,dated binary,"M/L. Residual capture is the strongest fact here and it is near-total: run-up from the pre-catalyst base is ZERO to NEGATIVE — DMAC is $6.75 vs a $10.42 52-week high (−35%), below both the 50d ($6.91) and 200d ($7.20) averages, and neither the 75% (2026-05-20) nor the 85% (2026-08-10) enrollment milestone produced a sustained bid; the Q4-26→Q1-27 slip actively de-rated it. Remaining to my provenance-checked favorable value ~+93% ($6.75 → ~$13 on a low-N ~300 recommendation implying a large effect, ~$700M cap); futility resolves to ~$1.50 (~−78%) on residual cash plus the preeclampsia/FGR programs. So ~0% harvested, ~93% remaining — but reference RR is only ~1.19x, which is why this is not ACTIVE: the capture is intact and the payoff is still barely better than even.","The event is real, dated, forward and non-macro, and — unusually — essentially unharvested: the stock is 35% off its 52-week high and below both moving averages, so none of the interim is in the price and the Q4-26→Q1-27 slip actually de-rated it. But the payload is indirect: DiaMedica stays BLINDED (""DiaMedica will remain blinded to data and treatment effect estimates reviewed by the independent DSMB""), so what prints is a sample-size number, not efficacy — informative only by inference, and the wide 300-728 band means most outcomes land in an ambiguous middle rather than a clean re-rate. The disqualifying asymmetry is that the good branch is capital-destructive: a continue recommendation commits the company to a Phase 3 it cannot fund off $43.5M at a ~$10M/quarter burn with no partner and no disclosed completion cost, so a favorable interim buys a dilutive raise, while futility takes the equity to ~$1.50 — reference RR ~1.19x on a genuine coin flip. WATCH at 5, not ACTIVE: re-rate to ACTIVE only on (a) the 200th-patient dosing PR pinning the readout date, or (b) a financing or partnership that removes the dilution overhang ahead of the interim.</analysis>
<parameter name=""primary_source"">DiaMedica Q2-2026 earnings call transcript, 2026-08-10 (via fool.com, published 2026-08-17) — interim guided to Q1-2027, >85% (~170/200) enrolled, company remains blinded, DSMB may set final N 300-728 or futility, funds support operations ""through 2027""; corroborated by the 10-Q balance sheet filed 2026-08-10 (cash + ST investments $43.5M, preferred $0, debt $185K) and the 2026-05-20 75%-enrollment press release (diamedica.com) that first disclosed the 300-728 re-estimation range. Price $6.75 / $364M cap as of 2026-09-05 close (FMP quote).",,,,binary_prob,10.0,2.0,5.54,0.155,,,0.55,10.0,2.0,,,,bio_convergence,9,L,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,-0.0519,0.68,3.25,4.75,6.75,0.2184,,['RE_DOSSIER'],4.04
EVMN,5.0,WATCH,binary_catalyst,"M. Run-up from the pre-catalyst base: NEGATIVE — this is the anti-VISN case, 0% harvested. The AD readout has been publicly knowable since trial initiation, and over that window the stock DE-RATED: -63% from the $33.20 52wk high, -38% vs the $19.92 200-day average, -6.6% vs the $13.14 50-day, and it sits 17% above its $10.47 52wk low. Nothing is in the price; after the 29-Jun CSU all-dose miss the market arguably prices the AD program below zero option value. Remaining capture from $12.27: +96% to my $24 provenance-checked favorable-resolution value, against -43% to the ~$7 floor. Why only M and not H: the remaining capture is large precisely because the probability fell, and at a defensible 25-30% PoS the expected value ($11.25 to $12.10) sits at or just below the $12.27 spot — the option is roughly FAIRLY priced, not mispriced. The edge is the cash floor and the asymmetry of the distribution, not a demonstrable probability gap.","Every structural gate passes cleanly and the triage's two worries resolve in opposite directions. It is real, specific, company-committed and DATED (fully-enrolled N=120, September 2026), it is genuinely FORWARD and unfired as of today, it is not a macro bet, and — unlike VISN — it is essentially unharvested: the stock de-rated 63% from its high into the catalyst rather than running up, and the waterfall is clean (no preferred, no PIK, no funded debt, $8.25/share of net cash under a $12.27 price, so ~$165M EV for the whole pipeline). What kills the ACTIVE case is the mechanism read-through the triage only half-registered: EVO756 is an MRGPRX2 antagonist and CSU is the most mast-cell-proximate indication that exists for that target, so missing UAS7 at EVERY dose in June — and discontinuing CSU outright — is close to the cleanest available negative signal for the mechanism, and AD is the less proximate indication, not the more. At an honest 25-30% probability of success the expected value lands at $11.25-$12.10 against a $12.27 spot, i.e. the option is fairly priced rather than mispriced, and the compressed EV is a correct repricing rather than an overreaction. Compounding it, the readout resolves inside the next bi-weekly cycle, so a seat taken now is held across the binary with no chance to re-underwrite — which argues for defined-risk sizing if taken at all. WATCH at 5: hold it on the board through the print, and let the actual EASI data, not the cheap EV, decide whether it earns a seat.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,,,,,,,,[],4.04
GRAL,5.0,WATCH,dated_binary,"M. RESIDUAL CAPTURE: (a) run-up = +26.7% — pre-catalyst base is the 2026-08-06 close of $63.40, the last close before GRAIL announced the panel date on 2026-08-07 (the stock then rose +9.6% on 08-07 and +15.8% across August); today $80.34. Note the triage premise is wrong: the stock ROSE, not fell ~6.5%, on the scheduling news, which removes the ""not run-up"" argument that supported the 6. On the wider base — the 2026-02-23 post-crash low of $43.03 — the run-up is +86.7%. (b) Remaining = +25% to +47% to a favorable-resolution value of $100-118 (the pre-PATHFINDER-2 trading band), call it ~+31% to a $105 mid. Against a ~$57 negative-vote floor that is a reference RR of ~1.06:1 — roughly half the plausible move is already harvested, and what remains is not asymmetric enough to earn ACTIVE.","The event is real, specifically dated, forward and non-macro: FDA formally docketed the 2026-09-23 Molecular and Clinical Genetics Panel on Galleri's PMA (filed 2026-01-29), the first MCED test ever to reach a panel, on PATHFINDER 2 (25,490 participants) plus NHS-Galleri (>70,000). Capital structure is clean and needs no waterfall haircut — zero preferred, zero funded debt, $862M cash + short-term investments and only $91M of capital leases at 6/30/26 against a $3.45B cap — so common captures 100% of any re-rate; the constraint is the event, not the equity. What caps it: the vote is advisory and non-binding with the approval decision a separate later event, so 09-23 is only a partial resolution; it lands 17 days out, inside one bi-weekly cycle, which is late-arc for this pipeline; +26.7% has already run since the panel date became public on 08-07; and the 2026-02-20 -50.5% single-session gap is direct evidence that this name's adverse-Galleri-news tail is severe, making the reference RR barely 1:1. Gap in verification: I did not read the PMA panel briefing package (not yet published) or the PATHFINDER 2 specificity/PPV detail that drove the February crash, which is the single largest determinant of the vote.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_approval_decision,5.0,WATCH,,[],,,,,,,,,[],4.04
GYRE,5.0,WATCH,binary,"M. RESIDUAL CAPTURE IS THE STRONG HALF: pre-catalyst base = $6.81 (2026-01-02, before the January CDE conditional-pathway alignment made the pathway knowable); today $6.86 => run-up of +0.7%, i.e. essentially ZERO harvested. Both regulatory milestones were SOLD, not bought — priority review 2026-03-17 printed $7.65 then fell to $6.72 within three sessions; NDA acceptance 2026-05-12 printed $7.30 then fell to $6.04 by 2026-05-20. Today sits -21.7% below the 2026-03-02 post-news high of $8.76 and below the $7.14 200dma. Remaining capture to a favorable-resolution $10.00 is +45.8%. THE WEAK HALF: (a) NUMERATOR LEAKAGE — per the Q2 10-Q (2026-08-07) Gyre Therapeutics owns only 69.7% of Gyre Pharmaceuticals, the entity that owns and will launch hydronidone in China, so ~30.3% of any approval value accrues to the $34.6M noncontrolling interest and must be haircut off any headline China-TAM number; (b) this is NOT a clean binary — FY26 revenue guidance of $100.5-111.0M from ETUARY/generics plus $43.3M cash means the existing commercial business, not the option, dominates the $765M cap, so approval moves a minority of the equity; (c) no decision date at all, so the position has no schedulable resolution and can sit dead for 12+ months.","The event survives the reality gate — a named regulator (NMPA/CDE), a formally accepted NDA under granted priority review on a pre-agreed conditional-approval pathway, dated 2026-05-12, unfired, and in no way a macro bet — and the residual-capture test comes out unusually clean: the stock is +0.7% versus its pre-catalyst January base and -21.7% off its post-announcement high, so the market sold both regulatory de-riskings and essentially none of the approval optionality has been harvested. What blocks ACTIVE is the numerator, not the event. Bloom G3 fails outright: there is no specific unpriced figure anywhere in disclosure, and the two structural facts I did verify cut against a large one — the US-listed parent owns only 69.7% of the China subsidiary that will book hydronidone, so ~30% of the payoff leaks to the noncontrolling interest, and the $765M cap is already mostly backed by a $100-111M-revenue commercial business rather than by the option. Add an undisclosed decision date (China priority review implies roughly H1-2027 but the company has committed to nothing) and ~$385k/day of dollar volume against a GNI-controlled float, and this is a legitimate forward binary with no schedulable resolution and an unquantified prize: WATCH at 5, revisit if the company puts a date or a commercial number on it.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_approval_decision,5.0,WATCH,,[],,,,,,,,,[],4.04
IRON,5.0,WATCH,binary_catalyst,"M — RESIDUAL CAPTURE: run-up from the post-CRL base close of $55.95 (2026-02-13, CRL day, -22% on 5.0M shares) to $79.23 = +41.6% already harvested, and the stock is now +10.6% ABOVE the pre-CRL price of $71.65 and above both the 50d ($77.73) and 200d ($74.07) — the CRL discount is fully erased, i.e. unfired but re-rated. Remaining to favorable resolution: +27% to the $101 consensus PT, +38-62% to the $128 street high; against a miss case near $35-40 (cash $718M ~= $18.7/sh on ~38.4M shares + DISC-0974/DISC-3405), i.e. roughly -50%. R/R ~0.55:1 on the consensus numerator. Real and forward, but no suppressed entry and only ordinary remaining capture on a genuine coin flip.","The event verifies clean on every structural test: FDA is the named counterparty, the June 2026 Type A meeting is a concrete dated alignment that APOLLO can serve as the CRL-response basis, topline is Q4 2026 with resubmission by YE-2026 and a decision by mid-2027, the trial is fully enrolled, nothing has fired, and this is company-specific rather than macro. Numerator provenance also holds — no preferred ahead of the common, $718M cash and a small term loan, so the $101/$128 street numbers are not structurally unreachable the way FIP's inherited $9 was. What fails is the entry: the stock has already round-tripped the CRL (+41.6% off the 2026-02-13 base of $55.95, +10.6% above the pre-CRL $71.65, above both moving averages and 20% off the all-time high), leaving ~+27% to consensus against roughly -50% to a cash-plus-pipeline floor on a readout whose clinical co-primary — time in sunlight without pain — is precisely the endpoint the FDA already refused to approve on. Real, dated and forward, but paid-for and negatively skewed: WATCH at 5, and the honest re-entry is a pullback toward the $55-65 post-CRL zone or a fresh disclosure that moves the probability rather than the price.",,,,,,,,,,,,,,,,,bio_convergence,9,M,OTHER,FDA_clinical_readout,5.0,WATCH,,[],,,,,,,,,[],4.04
